"YYYYMM","Linkage","Domestic"
161123,19.137810,
161124,19.291500,
161125,19.430300,
161126,19.539690,
161127,19.617500,
161128,19.606400,
161129,19.531490,
161130,19.684000,
161201,19.535000,
161202,19.771000,
161203,19.929980,
161204,20.005000,
161205,20.095800,
161206,20.110655,
161207,20.127000,
161208,20.319800,
161209,20.200000,
161210,20.217800,
161211,20.236000,
161212,20.076200,
161213,20.112956,
161214,20.200449,
161215,20.304518,
161216,20.391000,
161217,20.451000,
161218,20.413000,
161219,20.648200,
161220,20.713300,
161221,20.619110,
161222,20.851600,
161223,20.592000,
161224,20.614000,
161225,20.712700,
161226,21.012710,
161227,20.801900,
161228,20.968100,
161229,20.985600,
161230,20.999000,
161231,21.183000,
170101,21.008200,
170102,20.901000,
170103,20.848000,
170104,20.707000,
170105,20.751000,
170106,20.852000,
170107,20.772600,
170108,20.889500,
170109,20.888000,
170110,20.909310,
170111,20.744200,
170112,20.870490,
170113,20.953760,
170114,20.974000,
170115,20.915600,
170116,20.703830,
170117,20.858600,
170118,20.897000,
170119,20.875000,
170120,20.910400,
170121,20.847070,
170122,21.022400,
170123,21.164000,
170124,21.202210,
170125,21.321800,
170126,21.467100,
170127,21.545000,
170128,21.724320,
170129,21.998000,
170130,22.205800,
170131,22.213000,
170201,22.266740,
170202,22.577000,
170203,22.903400,
170204,22.909380,
170205,23.156000,
170206,23.393800,
170207,23.443200,
170208,23.472200,
170209,23.503600,
170210,23.768290,
170211,23.824800,
170212,24.136600,
170213,24.277000,
170214,24.512500,
170215,24.836900,
170216,24.646900,
170217,24.955300,
170218,25.026000,
170219,25.051000,
170220,25.212000,
170221,25.424000,
170222,25.545000,
170223,25.641700,
170224,25.917240,
170225,25.934870,
170226,26.040000,
170227,26.110000,
170228,26.153640,
170301,26.132000,
170302,26.241160,
170303,26.225820,
170304,26.395510,
170305,26.478730,
170306,26.414600,
170307,26.622300,
170308,26.647800,
170309,26.721470,
170310,26.897180,
170311,26.972000,
170312,27.088000,
170313,27.109350,
170314,27.430000,
170315,27.427000,
170316,27.365000,
170317,27.337000,
170318,27.455500,
170319,27.555000,
170320,27.662370,
170321,27.797400,
170322,27.699400,
170323,27.619300,
170324,27.567040,
170325,27.664700,
170326,27.609000,
170327,27.702500,
170328,27.664900,
170329,27.574090,
170330,27.564600,
170331,27.596345,
170401,27.628090,
170402,27.616490,
170403,27.368490,
170404,27.598000,
170405,27.507460,
170406,27.219000,
170407,27.060230,
170408,27.362000,
170409,26.832880,
170410,26.645999,
170411,26.531075,
170412,26.380000,
170413,26.104000,
170414,25.966710,
170415,25.868672,
170416,25.738220,
170417,25.499750,
170418,25.211630,
170419,24.964690,
170420,24.835000,
170421,24.659220,
170422,24.487000,
170423,24.503580,
170424,24.445370,
170425,24.357000,
170426,24.302220,
170427,24.035200,
170428,23.830381,
170429,23.651994,
170430,23.474450,
170501,23.289690,
170502,23.054400,
170503,22.949000,
170504,22.773020,
170505,22.535706,
170506,22.265538,
170507,21.991000,
170508,21.699238,
170509,21.386518,
170510,21.095000,
170511,20.847000,
170512,20.685775,
170513,20.556655,
170514,20.432870,
170515,20.308000,
170516,20.002000,
170517,19.787000,
170518,19.714160,
170519,19.498238,
170520,19.142202,
170521,18.769855,
170522,18.505000,
170523,18.382911,
170524,18.253480,
170525,17.958790,
170526,17.800300,
170527,17.799900,
170528,17.708640,
170529,17.761700,
170530,17.755800,
170531,17.686257,
170601,17.571200,
170602,17.462714,
170603,17.344745,
170604,17.225139,
170605,17.111740,
170606,17.008370,
170607,16.944750,
170608,17.029140,
170609,17.019469,
170610,16.995649,
170611,16.965470,
170612,16.920160,
170613,16.825660,
170614,16.739370,
170615,16.679810,
170616,16.619959,
170617,16.564659,
170618,16.540350,
170619,16.596000,
170620,16.590000,
170621,16.542460,
170622,16.523770,
170623,16.545169,
170624,16.598269,
170625,16.666427,
170626,16.733000,
170627,16.800000,
170628,16.947000,
170629,17.109300,
170630,17.272614,
170701,17.437341,
170702,17.607000,
170703,17.786000,
170704,17.887000,
170705,17.901090,
170706,18.001470,
170707,17.984315,
170708,17.938469,
170709,17.872360,
170710,17.724170,
170711,17.699850,
170712,17.648870,
170713,17.756140,
170714,17.827753,
170715,17.884322,
170716,17.907300,
170717,17.824870,
170718,17.649700,
170719,17.592340,
170720,17.506280,
170721,17.479547,
170722,17.462633,
170723,17.456730,
170724,17.470780,
170725,17.475610,
170726,17.422430,
170727,17.299950,
170728,17.180040,
170729,17.019000,
170730,17.008930,
170731,16.899360,
170801,16.972370,
170802,16.796640,
170803,16.900730,
170804,16.876537,
170805,16.809058,
170806,16.705940,
170807,16.418540,
170808,16.224080,
170809,15.939960,
170810,15.737028,
170811,15.567488,
170812,15.410312,
170813,15.244470,
170814,15.070953,
170815,14.884620,
170816,14.674222,
170817,14.419870,
170818,14.056070,
170819,13.775790,
170820,13.577350,
170821,13.309000,
170822,13.080450,
170823,12.923100,
170824,12.748151,
170825,12.562262,
170826,12.372923,
170827,12.187620,
170828,12.008830,
170829,12.093090,
170830,12.021620,
170831,11.868710,
170901,11.633500,
170902,11.550700,
170903,11.854020,
170904,11.656400,
170905,11.432930,
170906,11.314620,
170907,11.101800,
170908,10.821310,
170909,10.647870,
170910,10.416240,
170911,10.216090,
170912,10.017650,
170913,9.793930,
170914,9.664730,
170915,9.584640,
170916,9.489820,
170917,9.379500,
170918,9.234580,
170919,9.073850,
170920,9.097670,
170921,8.908420,
170922,8.953985,
170923,8.999550,
170924,8.935570,
170925,9.039780,
170926,8.913740,
170927,8.738500,
170928,8.732040,
170929,8.510520,
170930,8.488610,
171001,8.385170,
171002,8.307490,
171003,8.172900,
171004,8.002040,
171005,7.881240,
171006,7.808400,
171007,7.734970,
171008,7.764490,
171009,7.734210,
171010,7.659860,
171011,7.496590,
171012,7.435180,
171013,7.438100,
171014,7.378960,
171015,7.378680,
171016,7.380940,
171017,7.365360,
171018,7.349780,
171019,7.368492,
171020,7.406600,
171021,7.461420,
171022,7.594060,
171023,7.705890,
171024,7.621870,
171025,7.497610,
171026,7.439660,
171027,7.478880,
171028,7.572750,
171029,7.717290,
171030,7.783360,
171031,7.866030,
171101,7.848760,
171102,7.871580,
171103,7.741400,
171104,7.795100,
171105,7.898100,
171106,7.900000,
171107,7.877020,
171108,7.823100,
171109,7.795760,
171110,7.886310,
171111,7.952700,
171112,8.144800,
171113,8.172940,
171114,8.255150,
171115,8.316300,
171116,8.516380,
171117,8.549100,
171118,8.652100,
171119,8.742700,
171120,8.801300,
171121,8.868400,
171122,8.955800,
171123,8.973800,
171124,9.165700,
171125,9.305200,
171126,9.506000,
171127,9.697500,
171128,9.842000,
171129,10.035033,
171130,10.249380,
171201,10.462000,
171202,10.523553,
171203,10.590400,
171204,10.909970,
171205,11.159104,
171206,11.368438,
171207,11.470950,
171208,11.487550,
171209,11.539700,
171210,11.696200,
171211,11.800550,
171212,11.906430,
171213,12.012730,
171214,12.116057,
171215,12.206590,
171216,12.269974,
171217,12.323414,
171218,12.390850,
171219,12.499880,
171220,12.608000,
171221,12.686100,
171222,12.761744,
171223,12.838366,
171224,12.897720,
171225,12.921560,
171226,12.909020,
171227,12.907479,
171228,12.906980,
171229,13.017640,
171230,13.140240,
171231,13.165721,
180101,13.174710,
180102,13.133030,
180103,13.150800,
180104,13.169000,
180105,13.174320,
180106,13.243710,
180107,13.367530,
180108,13.290940,
180109,13.267650,
180110,13.298000,
180111,13.289390,
180112,13.377390,
180113,13.315850,
180114,13.386470,
180115,13.431460,
180116,13.534070,
180117,13.510930,
180118,13.543270,
180119,13.791240,
180120,13.697260,
180121,13.877180,
180122,13.759160,
180123,14.009110,
180124,13.984360,
180125,14.058040,
180126,14.223740,
180127,14.227640,
180128,14.353070,
180129,14.315820,
180130,14.401870,
180131,14.477900,
180201,14.510140,
180202,14.558530,
180203,14.581390,
180204,14.683750,
180205,14.814500,
180206,14.876380,
180207,14.845140,
180208,14.907720,
180209,14.946130,
180210,14.994520,
180211,15.110780,
180212,15.107180,
180213,15.247020,
180214,15.306860,
180215,15.387200,
180216,15.378560,
180217,15.455650,
180218,15.453070,
180219,15.530710,
180220,15.472630,
180221,15.442240,
180222,15.442240,
180223,15.479730,
180224,15.485440,
180225,15.532060,
180226,15.548450,
180227,15.569600,
180228,15.675480,
180301,15.701790,
180302,15.520430,
180303,15.470130,
180304,15.432790,
180305,15.369150,
180306,15.325080,
180307,15.259300,
180308,15.337800,
180309,15.335540,
180310,15.339590,
180311,15.339020,
180312,15.383370,
180313,15.384720,
180314,15.458040,
180315,15.551520,
180316,15.569880,
180317,15.544270,
180318,15.674010,
180319,15.788680,
180320,15.803620,
180321,15.842660,
180322,15.912100,
180323,15.961100,
180324,16.051200,
180325,16.127850,
180326,16.150410,
180327,16.130210,
180328,16.151535,
180329,16.198450,
180330,16.245365,
180331,16.266690,
180401,16.104090,
180402,16.329840,
180403,16.359540,
180404,16.255650,
180405,16.196440,
180406,16.157640,
180407,16.219560,
180408,16.267140,
180409,16.260950,
180410,16.314550,
180411,16.413380,
180412,16.519740,
180413,16.572840,
180414,16.871750,
180415,16.738170,
180416,16.694020,
180417,16.695790,
180418,16.711080,
180419,16.585450,
180420,16.553620,
180421,16.507240,
180422,16.464620,
180423,16.243320,
180424,16.095400,
180425,16.012810,
180426,16.059000,
180427,15.961180,
180428,15.900790,
180429,15.893380,
180430,15.887180,
180501,15.947650,
180502,15.804310,
180503,15.895160,
180504,15.754470,
180505,15.597590,
180506,15.713650,
180507,15.650530,
180508,15.604190,
180509,15.485890,
180510,15.337670,
180511,15.151100,
180512,15.126630,
180513,15.110040,
180514,15.241370,
180515,15.234660,
180516,15.199830,
180517,15.124760,
180518,15.138210,
180519,15.140420,
180520,15.129530,
180521,15.110240,
180522,15.006690,
180523,14.946690,
180524,14.851770,
180525,14.838900,
180526,14.838000,
180527,14.825470,
180528,14.755780,
180529,14.780910,
180530,14.775920,
180531,14.819220,
180601,14.779710,
180602,14.825920,
180603,14.702900,
180604,14.458420,
180605,14.332670,
180606,14.408390,
180607,14.391040,
180608,14.524580,
180609,14.752820,
180610,15.027940,
180611,15.147100,
180612,15.205510,
180613,15.248840,
180614,15.236740,
180615,15.392350,
180616,15.435770,
180617,15.596380,
180618,15.704530,
180619,15.741270,
180620,15.747870,
180621,15.672260,
180622,15.530510,
180623,15.422810,
180624,15.475010,
180625,15.317650,
180626,15.300890,
180627,15.328110,
180628,15.366890,
180629,15.440070,
180630,15.430370,
180701,15.454000,
180702,15.428440,
180703,15.439880,
180704,15.505770,
180705,15.467990,
180706,15.371980,
180707,15.295650,
180708,15.299320,
180709,15.216850,
180710,15.182970,
180711,15.264640,
180712,15.243690,
180713,15.222120,
180714,15.276390,
180715,15.236050,
180716,15.198060,
180717,15.212190,
180718,15.187200,
180719,15.154480,
180720,15.164500,
180721,15.244860,
180722,15.310470,
180723,15.366410,
180724,15.344600,
180725,15.300730,
180726,15.354000,
180727,15.406730,
180728,15.594370,
180729,15.759700,
180730,15.776950,
180731,16.013320,
180801,15.948610,
180802,15.889970,
180803,15.805540,
180804,15.721940,
180805,15.674970,
180806,15.636170,
180807,15.525740,
180808,15.456250,
180809,15.268500,
180810,15.206020,
180811,15.181090,
180812,15.162230,
180813,15.179620,
180814,15.321150,
180815,15.409740,
180816,15.243900,
180817,15.195300,
180818,15.158000,
180819,15.153260,
180820,15.112290,
180821,15.080540,
180822,15.035270,
180823,14.968690,
180824,14.923920,
180825,14.822370,
180826,14.876730,
180827,14.896910,
180828,14.833070,
180829,14.743050,
180830,14.688760,
180831,14.687470,
180901,14.575960,
180902,14.597820,
180903,14.684810,
180904,14.577350,
180905,14.503270,
180906,14.501370,
180907,14.353440,
180908,14.223990,
180909,14.126940,
180910,13.940980,
180911,13.715210,
180912,13.529400,
180913,13.314420,
180914,13.057930,
180915,12.835460,
180916,12.660900,
180917,12.285320,
180918,11.938090,
180919,11.760010,
180920,11.549970,
180921,11.297550,
180922,11.264370,
180923,11.229370,
180924,11.135380,
180925,11.103570,
180926,11.026110,
180927,10.979170,
180928,11.087850,
180929,11.006440,
180930,11.058080,
181001,10.849920,
181002,10.917780,
181003,10.683350,
181004,10.509050,
181005,10.420300,
181006,10.330070,
181007,10.383040,
181008,10.321430,
181009,10.353810,
181010,10.373540,
181011,10.257380,
181012,10.161040,
181013,10.134830,
181014,10.140130,
181015,10.179840,
181016,10.197740,
181017,10.086570,
181018,9.941630,
181019,9.738480,
181020,9.592000,
181021,9.574660,
181022,9.480510,
181023,9.498120,
181024,9.500830,
181025,9.431760,
181026,9.424060,
181027,9.522410,
181028,9.680200,
181029,9.842160,
181030,9.958220,
181031,10.086770,
181101,10.136640,
181102,10.134950,
181103,10.157360,
181104,10.237940,
181105,10.325650,
181106,10.403570,
181107,10.514270,
181108,10.499830,
181109,10.854150,
181110,10.991650,
181111,11.195080,
181112,11.253720,
181113,11.274520,
181114,11.310830,
181115,11.259570,
181116,11.399380,
181117,11.453100,
181118,11.603610,
181119,11.679920,
181120,11.737600,
181121,11.751800,
181122,11.793370,
181123,11.905800,
181124,12.040100,
181125,12.263200,
181126,12.352610,
181127,12.545670,
181128,12.696970,
181129,12.848090,
181130,12.937280,
181201,13.082320,
181202,13.245900,
181203,13.512010,
181204,13.623850,
181205,13.742690,
181206,13.932140,
181207,14.122190,
181208,14.265820,
181209,14.402640,
181210,14.442760,
181211,14.540390,
181212,14.607200,
181213,14.718050,
181214,14.952230,
181215,15.163670,
181216,15.420510,
181217,15.471130,
181218,15.435110,
181219,15.442250,
181220,15.467580,
181221,15.515780,
181222,15.582440,
181223,15.676890,
181224,15.740210,
181225,15.862590,
181226,15.977220,
181227,16.009040,
181228,16.155340,
181229,16.262680,
181230,16.400030,
181231,16.607780,
190101,16.650700,
190102,16.711900,
190103,16.873180,
190104,16.975070,
190105,17.123250,
190106,17.438270,
190107,17.521690,
190108,17.643940,
190109,17.694350,
190110,17.795530,
190111,17.764330,
190112,17.801120,
190113,17.880360,
190114,17.957080,
190115,18.061370,
190116,18.196040,
190117,18.175660,
190118,18.304000,
190119,18.408930,
190120,18.573350,
190121,18.594410,
190122,18.663010,
190123,18.866920,
190124,18.983575,
190125,19.106960,
190126,19.358040,
190127,19.643170,
190128,19.701270,
190129,19.782020,
190130,19.948220,
190131,20.208740,
190201,20.370020,
190202,20.500950,
190203,20.770950,
190204,20.868630,
190205,21.058430,
190206,21.136650,
190207,21.442100,
190208,21.645480,
190209,21.808010,
190210,22.066900,
190211,22.252320,
190212,22.417290,
190213,22.544570,
190214,22.638100,
190215,22.811360,
190216,22.950910,
190217,23.171950,
190218,23.288000,
190219,23.527820,
190220,23.697700,
190221,24.067850,
190222,24.186800,
190223,24.378050,
190224,24.591470,
190225,25.115340,
190226,25.372480,
190227,25.589260,
190228,25.830040,
190301,25.996150,
190302,26.206850,
190303,26.504120,
190304,26.719780,
190305,26.881880,
190306,27.058460,
190307,27.157310,
190308,27.448570,
190309,27.676050,
190310,27.862970,
190311,28.009330,
190312,28.124170,
190313,28.456830,
190314,28.590110,
190315,28.780600,
190316,28.960180,
190317,29.171620,
190318,29.355180,
190319,29.561550,
190320,29.697540,
190321,29.792880,
190322,29.793010,
190323,29.927690,
190324,30.027890,
190325,30.138410,
190326,30.291840,
190327,30.330590,
190328,30.406190,
190329,30.524480,
190330,30.638680,
190331,30.947470,
190401,30.923280,
190402,30.929970,
190403,30.898340,
190404,30.867540,
190405,30.940420,
190406,31.011530,
190407,31.120620,
190408,31.165180,
190409,31.154700,
190410,31.122180,
190411,31.175300,
190412,31.471010,
190413,31.476870,
190414,31.493470,
190415,31.453810,
190416,31.671400,
190417,31.737380,
190418,31.749890,
190419,31.826040,
190420,31.909600,
190421,31.993710,
190422,32.054160,
190423,32.024860,
190424,31.983340,
190425,31.850820,
190426,31.861980,
190427,31.793300,
190428,31.521500,
190429,31.597300,
190430,31.594830,
190501,31.785140,
190502,31.754900,
190503,31.910690,
190504,31.893440,
190505,31.857380,
190506,31.988520,
190507,31.978820,
190508,31.837490,
190509,31.739210,
190510,31.538190,
190511,31.450990,
190512,31.384140,
190513,31.358760,
190514,31.445200,
190515,31.344150,
190516,31.241800,
190517,31.152340,
190518,31.083830,
190519,30.979210,
190520,30.913580,
190521,30.718530,
190522,30.388870,
190523,30.211020,
190524,30.125680,
190525,30.102980,
190526,30.046730,
190527,29.897460,
190528,29.748000,
190529,29.565070,
190530,29.379590,
190531,29.070950,
190601,28.722460,
190602,28.645350,
190603,28.521240,
190604,28.422920,
190605,28.248810,
190606,27.969840,
190607,27.709850,
190608,27.515480,
190609,27.359640,
190610,27.192180,
190611,27.111620,
190612,27.004110,
190613,27.195680,
190614,27.162030,
190615,27.028480,
190616,27.009490,
190617,26.909340,
190618,26.937960,
190619,26.923290,
190620,26.874860,
190621,27.152730,
190622,27.053250,
190623,26.949300,
190624,26.863350,
190625,26.832390,
190626,26.711180,
190627,26.739490,
190628,26.618140,
190629,26.526870,
190630,26.600580,
190701,26.491137,
190702,26.419870,
190703,26.259040,
190704,26.094720,
190705,26.117740,
190706,26.014170,
190707,26.115640,
190708,25.960560,
190709,25.727730,
190710,25.689350,
190711,25.666960,
190712,25.551490,
190713,25.451040,
190714,25.498370,
190715,25.612730,
190716,25.604220,
190717,25.603520,
190718,25.595250,
190719,25.421850,
190720,25.275200,
190721,25.177690,
190722,25.084850,
190723,24.825190,
190724,24.799010,
190725,24.763910,
190726,24.676500,
190727,24.673650,
190728,24.664990,
190729,24.620843,
190730,24.531940,
190731,24.344810,
190801,24.270960,
190802,24.092380,
190803,24.121690,
190804,24.132400,
190805,24.104280,
190806,23.986630,
190807,24.126030,
190808,24.069940,
190809,24.060310,
190810,24.025920,
190811,24.026730,
190812,23.852430,
190813,23.745880,
190814,23.629020,
190815,23.578730,
190816,23.568060,
190817,23.530910,
190818,23.531850,
190819,23.310680,
190820,23.206550,
190821,23.031090,
190822,22.875710,
190823,22.730090,
190824,22.643870,
190825,22.607030,
190826,22.520190,
190827,22.418220,
190828,22.296210,
190829,22.061080,
190830,21.788360,
190831,21.560350,
190901,21.342380,
190902,21.205350,
190903,21.100670,
190904,20.952670,
190905,20.753080,
190906,20.771550,
190907,20.691650,
190908,20.609220,
190909,20.487490,
190910,20.410900,
190911,20.240070,
190912,20.014250,
190913,19.741610,
190914,19.581400,
190915,19.449700,
190916,19.360340,
190917,19.161010,
190918,18.966670,
190919,18.761280,
190920,18.593570,
190921,18.445580,
190922,18.337160,
190923,18.179780,
190924,17.846720,
190925,17.515850,
190926,17.437620,
190927,17.401570,
190928,17.317600,
190929,17.311740,
190930,17.257470,
191001,17.323030,
191002,17.275230,
191003,17.301730,
191004,17.204300,
191005,17.167630,
191006,17.177260,
191007,17.169550,
191008,17.131680,
191009,17.052930,
191010,16.848950,
191011,17.013610,
191012,16.993560,
191013,17.078480,
191014,17.031760,
191015,17.077820,
191016,17.018300,
191017,16.912910,
191018,16.969730,
191019,17.007290,
191020,17.090020,
191021,17.006480,
191022,17.336780,
191023,17.530170,
191024,17.749550,
191025,17.875450,
191026,18.067600,
191027,18.296120,
191028,18.483100,
191029,18.676110,
191030,18.781390,
191031,19.021170,
191101,19.270770,
191102,19.418570,
191103,19.649100,
191104,19.863750,
191105,19.925140,
191106,20.298820,
191107,20.396900,
191108,20.588370,
191109,20.818430,
191110,20.985250,
191111,21.175220,
191112,21.340200,
191113,21.649830,
191114,21.748200,
191115,22.009440,
191116,22.172860,
191117,22.450900,
191118,22.729800,
191119,22.776400,
191120,22.908330,
191121,23.086830,
191122,23.275600,
191123,23.546470,
191124,23.800980,
191125,24.011210,
191126,24.220080,
191127,24.451270,
191128,24.767120,
191129,25.138580,
191130,25.431990,
191201,25.747530,
191202,25.950850,
191203,26.262360,
191204,26.591120,
191205,26.956950,
191206,27.175060,
191207,27.509400,
191208,27.952910,
191209,28.286940,
191210,28.412640,
191211,28.725030,
191212,28.907610,
191213,29.073690,
191214,29.134740,
191215,29.485480,
191216,29.777460,
191217,29.943380,
191218,30.070860,
191219,30.164150,
191220,30.271260,
191221,30.510820,
191222,30.760960,
191223,30.900240,
191224,30.918710,
191225,31.048800,
191226,31.167920,
191227,31.258000,
191228,31.205970,
191229,31.383580,
191230,31.482350,
191231,31.625910,
200101,31.599460,
200102,31.526670,
200103,31.497090,
200104,31.452960,
200105,31.547930,
200106,31.622480,
200107,31.671600,
200108,31.791540,
200109,31.794220,
200110,31.779990,
200111,31.848210,
200112,31.848900,
200113,31.824500,
200114,32.089810,
200115,32.116410,
200116,32.516760,
200117,32.755260,
200118,32.887100,
200119,33.129820,
200120,33.460160,
200121,33.622330,
200122,33.776880,
200123,33.848590,
200124,34.008010,
200125,34.012920,
200126,34.246170,
200127,34.316770,
200128,34.521470,
200129,34.576000,
200130,34.721380,
200131,34.666510,
200201,34.916560,
200202,35.010660,
200203,35.069770,
200204,35.124410,
200205,35.270000,
200206,35.357310,
200207,35.373160,
200208,35.472840,
200209,35.628430,
200210,35.800100,
200211,35.838630,
200212,35.828830,
200213,35.873290,
200214,35.939170,
200215,35.944650,
200216,36.098620,
200217,36.176370,
200218,36.177380,
200219,36.139050,
200220,36.237200,
200221,36.306480,
200222,36.368510,
200223,36.493840,
200224,36.615780,
200225,36.636420,
200226,36.779530,
200227,36.955120,
200228,37.042730,
200229,37.251150,
200301,37.496400,
200302,37.801240,
200303,37.806160,
200304,37.967940,
200305,38.197130,
200306,38.433070,
200307,38.704910,
200308,39.007220,
200309,39.282530,
200310,39.431110,
200311,39.476140,
200312,39.484430,
200313,39.727100,
200314,39.762050,
200315,40.013690,
200316,40.174740,
200317,40.244850,
200318,40.455560,
200319,40.695640,
200320,40.957180,
200321,41.231820,
200322,41.519965,
200323,41.822020,
200324,42.140511,
200325,42.492810,
200326,42.910810,
200327,43.489650,
200328,43.881850,
200329,44.294450,
200330,44.675570,
200331,45.011870,
200401,44.948860,
200402,45.588700,
200403,46.049630,
200404,46.328910,
200405,46.662850,
200406,46.945860,
200407,47.270930,
200408,47.570200,
200409,48.718880,
200410,48.966420,
200411,49.126310,
200412,49.286890,
200413,49.340200,
200414,49.388680,
200415,49.380770,
200416,49.306010,
200417,49.303610,
200418,49.375710,
200419,49.456730,
200420,49.510390,
200421,49.529440,
200422,49.624930,
200423,49.784780,
200424,49.978442,
200425,50.198889,
200426,50.418789,
200427,50.610810,
200428,50.747620,
200429,50.818633,
200430,50.894800,
200501,51.078870,
200502,51.183310,
200503,51.352810,
200504,51.506780,
200505,51.571350,
200506,51.689000,
200507,51.685530,
200508,51.588630,
200509,51.467820,
200510,51.399250,
200511,51.405690,
200512,51.190050,
200513,51.088820,
200514,51.005880,
200515,50.971930,
200516,50.793970,
200517,50.696220,
200518,50.736450,
200519,50.654420,
200520,50.599560,
200521,50.458480,
200522,50.406760,
200523,50.270680,
200524,50.093290,
200525,49.984460,
200526,49.852900,
200527,49.711530,
200528,49.662260,
200529,49.633410,
200530,49.584580,
200531,49.578510,
200601,49.501760,
200602,49.503600,
200603,49.599500,
200604,49.759320,
200605,50.034300,
200606,50.269090,
200607,50.448000,
200608,50.600120,
200609,50.573330,
200610,50.501470,
200611,50.403270,
200612,50.281300,
200613,50.176930,
200614,50.141020,
200615,49.983530,
200616,49.784186,
200617,49.559840,
200618,49.317510,
200619,49.081830,
200620,48.957410,
200621,48.843820,
200622,48.674970,
200623,48.508660,
200624,48.190790,
200625,47.983200,
200626,47.654120,
200627,47.538130,
200628,47.493730,
200629,47.367950,
200630,47.163700,
200701,46.842100,
200702,46.414560,
200703,45.886380,
200704,45.259180,
200705,44.947950,
200706,44.621780,
200707,44.461070,
200708,44.250140,
200709,44.043510,
200710,43.881600,
200711,43.753570,
200712,43.721480,
200713,43.711730,
200714,43.507690,
200715,43.405350,
200716,43.208900,
200717,42.940990,
200718,42.752610,
200719,42.704590,
200720,42.614100,
200721,42.507020,
200722,42.368880,
200723,42.231950,
200724,41.788080,
200725,41.616930,
200726,41.479820,
200727,41.332840,
200728,40.972960,
200729,40.782540,
200730,40.718260,
200731,40.567690,
200801,40.391350,
200802,40.346920,
200803,40.233290,
200804,40.109010,
200805,39.993000,
200806,39.936210,
200807,39.987020,
200808,39.885290,
200809,39.804000,
200810,39.684060,
200811,39.573090,
200812,39.541950,
200813,39.466260,
200814,39.395120,
200815,39.486560,
200816,39.593010,
200817,39.519790,
200818,39.451910,
200819,39.396050,
200820,39.304790,
200821,39.156510,
200822,39.171300,
200823,39.153030,
200824,39.078570,
200825,39.052250,
200826,38.622180,
200827,38.440930,
200828,38.167930,
200829,37.965200,
200830,37.866450,
200831,37.697460,
200901,37.490870,
200902,37.235350,
200903,37.152870,
200904,36.922880,
200905,36.707300,
200906,36.608340,
200907,36.444210,
200908,36.353570,
200909,36.162980,
200910,35.962550,
200911,35.865130,
200912,35.657810,
200913,35.573880,
200914,35.363290,
200915,35.217670,
200916,35.056260,
200917,34.936840,
200918,34.886310,
200919,34.755040,
200920,34.706950,
200921,34.710040,
200922,34.611440,
200923,34.454040,
200924,34.250550,
200925,34.213380,
200926,34.184950,
200927,34.197320,
200928,34.180070,
200929,34.207600,
200930,34.199710,
201001,34.194110,
201002,34.199270,
201003,34.168130,
201004,34.139650,
201005,34.002300,
201006,33.941940,
201007,33.703140,
201008,33.464050,
201009,33.283810,
201010,33.043920,
201011,33.039560,
201012,33.075940,
201013,32.982910,
201014,33.137720,
201015,33.142290,
201016,33.203400,
201017,33.156520,
201018,33.183100,
201019,33.278800,
201020,33.203590,
201021,33.274150,
201022,33.374210,
201023,33.488490,
201024,33.667090,
201025,33.878880,
201026,33.897130,
201027,33.754890,
201028,33.817680,
201029,33.865320,
201030,33.915820,
201031,33.942030,
201101,34.157400,
201102,34.163930,
201103,34.056230,
201104,34.217180,
201105,34.314530,
201106,34.341250,
201107,34.380620,
201108,34.555750,
201109,34.521880,
201110,34.506850,
201111,34.672240,
201112,34.726170,
201113,34.843340,
201114,35.006170,
201115,35.083910,
201116,35.391560,
201117,35.506470,
201118,35.698370,
201119,35.852240,
201120,36.041520,
201121,36.147980,
201122,36.252740,
201123,36.376100,
201124,36.468610,
201125,36.539560,
201126,36.686910,
201127,36.800920,
201128,37.044120,
201129,37.261800,
201130,37.403030,
201201,37.454090,
201202,37.509570,
201203,37.610310,
201204,37.713710,
201205,37.771290,
201206,37.990720,
201207,38.062280,
201208,38.087050,
201209,38.189590,
201210,38.200640,
201211,38.201020,
201212,38.315360,
201213,38.545170,
201214,38.560040,
201215,38.752250,
201216,38.710380,
201217,38.601300,
201218,38.463940,
201219,38.406110,
201220,38.277410,
201221,38.117750,
201222,38.141230,
201223,37.983790,
201224,37.767720,
201225,37.727460,
201226,37.645100,
201227,37.701160,
201228,37.604430,
201229,37.593250,
201230,37.593130,
201231,37.556480,
210101,37.411320,
210102,37.256140,
210103,37.189770,
210104,37.052860,
210105,36.959250,
210106,36.921220,
210107,36.886580,
210108,36.835000,
210109,36.874020,
210110,36.828810,
210111,36.791360,
210112,36.617650,
210113,36.409520,
210114,36.412500,
210115,36.387050,
210116,36.295180,
210117,36.300840,
210118,36.188120,
210119,35.977560,
210120,35.763270,
210121,35.615960,
210122,35.404590,
210123,35.203370,
210124,35.009330,
210125,34.767220,
210126,34.734150,
210127,34.620030,
210128,34.418430,
210129,34.241790,
210130,34.088450,
210131,33.965420,
210201,33.714720,
210202,33.558510,
210203,33.333720,
210204,33.274740,
210205,33.196400,
210206,33.018470,
210207,33.043920,
210208,32.951150,
210209,32.884680,
210210,32.741760,
210211,32.664980,
210212,32.568080,
210213,32.545300,
210214,32.574710,
210215,32.497662,
210216,32.404020,
210217,32.381730,
210218,32.343360,
210219,32.430100,
210220,32.502430,
210221,32.587390,
210222,32.569930,
