"yymmdd","Raw","Processed"
130225,15656.030000,15656.030000
130226,15710.630000,15710.630000
130227,15679.460000,15679.460000
130228,15819.360000,15819.360000
130301,15896.910000,15896.910000
130302,16008.770000,16008.770000
130303,16205.310000,16205.310000
130304,17829.910000,17829.910000
130305,16479.800000,16479.800000
130306,16535.560000,16535.560000
130307,16769.150000,16769.150000
130308,16786.040000,16786.040000
130309,16923.410000,16923.410000
130310,16988.470000,16988.470000
130311,17110.960000,17110.960000
130312,17183.410000,17183.410000
130313,17364.540000,17364.540000
130314,17439.270000,17439.270000
130315,17398.850000,17398.850000
130316,17487.060000,17487.060000
130317,17622.410000,17622.410000
130318,17846.540000,17846.540000
130319,18313.040000,18313.040000
130320,18032.590000,18032.590000
130321,18390.940000,18390.940000
130322,18590.870000,18590.870000
130323,18646.310000,18646.310000
130324,18838.030000,18838.030000
130325,18976.920000,18976.920000
130326,18754.470000,18754.470000
130327,18984.950000,18984.950000
130328,18920.070000,18920.070000
130329,19240.290000,19240.290000
130330,19478.850000,19478.850000
130331,19590.990000,19590.990000
130401,19747.210000,19747.210000
130402,19606.900000,19606.900000
130403,19582.650000,19582.650000
130404,19767.640000,19767.640000
130405,19650.870000,19650.870000
130406,19943.140000,19943.140000
130407,20003.990000,20003.990000
130408,20007.940000,20007.940000
130409,19968.770000,19968.770000
130410,20006.710000,20006.710000
130411,20035.330000,20035.330000
130412,20147.490000,20147.490000
130413,20229.300000,20229.300000
130414,20187.730000,20187.730000
130415,20157.060000,20157.060000
130416,20354.330000,20354.330000
130417,20317.640000,20317.640000
130418,20379.240000,20379.240000
130419,20454.270000,20454.270000
130420,20547.290000,20547.290000
130421,20651.520000,20651.520000
130422,20674.130000,20674.130000
130423,20658.290000,20658.290000
130424,21060.570000,21060.570000
130425,21146.210000,21146.210000
130426,21190.850000,21190.850000
130427,21138.480000,21138.480000
130428,21251.580000,21251.580000
130429,21112.970000,21112.970000
130430,20874.860000,20874.860000
130501,20807.060000,20807.060000
130502,20822.910000,20822.910000
130503,20692.650000,20692.650000
130504,20636.740000,20636.740000
130505,20643.130000,20643.130000
130506,20668.010000,20668.010000
130507,20559.050000,20559.050000
130508,20385.690000,20385.690000
130509,20561.490000,20561.490000
130510,20459.430000,20459.430000
130511,20417.670000,20417.670000
130512,20404.200000,20404.200000
130513,20271.370000,20271.370000
130514,20262.590000,20262.590000
130515,20220.270000,20220.270000
130516,20071.040000,20071.040000
130517,20274.630000,20274.630000
130518,20151.240000,20151.240000
130519,19987.240000,19987.240000
130520,19778.220000,19778.220000
130521,19758.480000,19758.480000
130522,19585.070000,19585.070000
130523,19764.120000,19764.120000
130524,19426.840000,19426.840000
130525,19542.700000,19542.700000
130526,19508.930000,19508.930000
130527,19494.310000,19494.310000
130528,19466.130000,19466.130000
130529,19532.940000,19532.940000
130530,19381.800000,19381.800000
130531,19881.310000,19881.310000
130601,19724.240000,19724.240000
130602,19702.510000,19702.510000
130603,19646.770000,19646.770000
130604,19631.220000,19631.220000
130605,19601.590000,19601.590000
130606,19577.480000,19577.480000
130607,19385.380000,19385.380000
130608,19587.550000,19587.550000
130609,19619.360000,19619.360000
130610,19678.340000,19678.340000
130611,19682.620000,19682.620000
130612,19687.490000,19687.490000
130613,19735.290000,19735.290000
130614,18309.620000,18309.620000
130615,18411.180000,18411.180000
130616,19953.770000,19953.770000
130617,19907.930000,19907.930000
130618,20122.580000,20122.580000
130619,20069.970000,20069.970000
130620,20223.110000,20223.110000
130621,20472.700000,20472.700000
130622,20538.350000,20538.350000
130623,20588.620000,20588.620000
130624,20613.690000,20613.690000
130625,20621.700000,20621.700000
130626,20659.490000,20659.490000
130627,20676.370000,20676.370000
130628,20682.970000,20682.970000
130629,20756.720000,20756.720000
130630,20883.640000,20883.640000
130701,20876.770000,20876.770000
130702,20871.110000,20871.110000
130703,20884.030000,20884.030000
130704,20989.610000,20989.610000
130705,21115.130000,21115.130000
130706,21006.830000,21006.830000
130707,21114.370000,21114.370000
130708,21110.370000,21110.370000
130709,21232.060000,21232.060000
130710,21341.900000,21341.900000
130711,21374.950000,21374.950000
130712,21526.840000,21526.840000
130713,21616.890000,21616.890000
130714,21701.110000,21701.110000
130715,21669.750000,21669.750000
130716,21619.850000,21619.850000
130717,21715.460000,21715.460000
130718,21754.170000,21754.170000
130719,21730.990000,21730.990000
130720,21766.950000,21766.950000
130721,21842.750000,21842.750000
130722,21987.650000,21987.650000
130723,21937.360000,21937.360000
130724,21910.310000,21910.310000
130725,21876.600000,21876.600000
130726,20188.030000,20188.030000
130727,20156.740000,20156.740000
130728,21949.060000,21949.060000
130729,22019.590000,22019.590000
130730,22032.650000,22032.650000
130731,22167.940000,22167.940000
130801,22075.310000,22075.310000
130802,22146.760000,22146.760000
130803,22193.980000,22193.980000
130804,22176.550000,22176.550000
130805,22227.480000,22227.480000
130806,22317.270000,22317.270000
130807,22498.520000,22498.520000
130808,22499.850000,22499.850000
130809,22568.010000,22568.010000
130810,22602.420000,22602.420000
130811,22782.260000,22782.260000
130812,22788.600000,22788.600000
130813,22805.250000,22805.250000
130814,22897.240000,22897.240000
130815,23010.120000,23010.120000
130816,21400.950000,21400.950000
130817,21473.960000,21473.960000
130818,23106.730000,23106.730000
130819,23182.780000,23182.780000
130820,23263.930000,23263.930000
130821,23289.570000,23289.570000
130822,23324.110000,23324.110000
130823,23250.940000,23250.940000
130824,23233.200000,23233.200000
130825,23315.760000,23315.760000
130826,23293.210000,23293.210000
130827,23208.280000,23208.280000
130828,23113.270000,23113.270000
130829,23108.740000,23108.740000
130830,22894.920000,22894.920000
130831,22786.310000,22786.310000
130901,22699.870000,22699.870000
130902,22670.180000,22670.180000
130903,22399.140000,22399.140000
130904,22368.060000,22368.060000
130905,22316.010000,22316.010000
130906,22314.540000,22314.540000
130907,22035.440000,22035.440000
130908,21912.820000,21912.820000
130909,22060.460000,22060.460000
130910,21944.340000,21944.340000
130911,21815.030000,21815.030000
130912,21757.470000,21757.470000
130913,21522.900000,21522.900000
130914,21523.580000,21523.580000
130915,21437.410000,21437.410000
130916,21290.320000,21290.320000
130917,20943.790000,20943.790000
130918,20804.980000,20804.980000
130919,20606.270000,20606.270000
130920,20492.120000,20492.120000
130921,20398.990000,20398.990000
130922,20330.950000,20330.950000
130923,20211.750000,20211.750000
130924,20183.050000,20183.050000
130925,20143.690000,20143.690000
130926,20119.220000,20119.220000
130927,20106.150000,20106.150000
130928,19966.760000,19966.760000
130929,19866.980000,19866.980000
130930,19675.630000,19675.630000
131001,19601.100000,19601.100000
131002,19415.670000,19415.670000
131003,19308.640000,19308.640000
131004,19277.600000,19277.600000
131005,19220.960000,19220.960000
131006,19163.380000,19163.380000
131007,19205.960000,19205.960000
131008,19256.620000,19256.620000
131009,19012.070000,19012.070000
131010,19019.520000,19019.520000
131011,19026.120000,19026.120000
131012,19407.570000,19407.570000
131013,19117.180000,19117.180000
131014,18889.930000,18889.930000
131015,18867.040000,18867.040000
131016,18680.740000,18680.740000
131017,18571.950000,18571.950000
131018,18482.860000,18482.860000
131019,18375.990000,18375.990000
131020,18261.870000,18261.870000
131021,18188.270000,18188.270000
131022,18111.940000,18111.940000
131023,17777.190000,17777.190000
131024,17951.590000,17951.590000
131025,17851.540000,17851.540000
131026,17621.520000,17621.520000
131027,17525.090000,17525.090000
131028,17382.250000,17382.250000
131029,17295.220000,17295.220000
131030,17149.830000,17149.830000
131031,16971.280000,16971.280000
131101,16231.020000,16231.020000
131102,16060.040000,16060.040000
131103,16711.520000,16711.520000
131104,16628.800000,16628.800000
131105,16545.350000,16545.350000
131106,16795.530000,16795.530000
131107,16518.370000,16518.370000
131108,16527.460000,16527.460000
131109,16513.110000,16513.110000
131110,16540.410000,16540.410000
131111,16532.330000,16532.330000
131112,16501.640000,16501.640000
131113,16498.340000,16498.340000
131114,16624.580000,16624.580000
131115,16559.050000,16559.050000
131116,16499.160000,16499.160000
131117,16437.110000,16437.110000
131118,16503.900000,16503.900000
131119,16443.930000,16443.930000
131120,16403.250000,16403.250000
131121,16306.820000,16306.820000
131122,16244.300000,16244.300000
131123,16186.180000,16186.180000
131124,16157.740000,16157.740000
131125,16043.150000,16043.150000
131126,16044.700000,16044.700000
131127,16071.420000,16071.420000
131128,16030.760000,16030.760000
131129,16042.120000,16042.120000
131130,16004.440000,16004.440000
131201,"NaN","NaN"
131202,"NaN","NaN"
131203,"NaN","NaN"
131204,"NaN","NaN"
131205,"NaN","NaN"
131206,"NaN","NaN"
131207,"NaN","NaN"
131208,"NaN","NaN"
131209,"NaN","NaN"
131210,"NaN","NaN"
131211,"NaN","NaN"
131212,"NaN","NaN"
131213,"NaN","NaN"
131214,"NaN","NaN"
131215,"NaN","NaN"
131216,"NaN","NaN"
131217,"NaN","NaN"
131218,"NaN","NaN"
131219,"NaN","NaN"
131220,"NaN","NaN"
131221,"NaN","NaN"
131222,"NaN","NaN"
131223,"NaN","NaN"
131224,"NaN","NaN"
131225,"NaN","NaN"
131226,"NaN","NaN"
131227,"NaN","NaN"
131228,"NaN","NaN"
131229,"NaN","NaN"
131230,"NaN","NaN"
131231,"NaN","NaN"
140101,16390.900000,16390.900000
140102,16409.900000,16409.900000
140103,"NaN","NaN"
140104,"NaN","NaN"
140105,16343.300000,16343.300000
140106,16465.800000,16465.800000
140107,"NaN","NaN"
140108,16671.200000,16671.200000
140109,16621,16621
140110,"NaN","NaN"
140111,"NaN","NaN"
140112,16642,16642
140113,"NaN","NaN"
140114,16770.100000,16770.100000
140115,16769,16769
140116,16917.900000,16917.900000
140117,"NaN","NaN"
140118,"NaN","NaN"
140119,17245,17245
140120,17284.300000,17284.300000
140121,17316.600000,17316.600000
140122,17450.900000,17450.900000
140123,17476.500000,17476.500000
140124,"NaN","NaN"
140125,"NaN","NaN"
140126,17887.110000,17887.110000
140127,17817,17817
140128,17983.700000,17983.700000
140129,17949,17949
140130,18023.700000,18023.700000
140131,"NaN","NaN"
140201,"NaN","NaN"
140202,18303.540000,18303.540000
140203,18112.900000,18112.900000
140204,18180.240000,18180.240000
140205,18174.500000,18174.500000
140206,18228.100000,18228.100000
140207,"NaN","NaN"
140208,"NaN","NaN"
140209,18353.120000,18353.120000
140210,18410.490000,18410.490000
140211,18414.420000,18414.420000
140212,"NaN","NaN"
140213,18426.100000,18426.100000
140214,"NaN","NaN"
140215,"NaN","NaN"
140216,18666.200000,18666.200000
140217,18529.400000,18529.400000
140218,18727.310000,18727.310000
140219,18792.390000,18792.390000
140220,18815,18815
140221,"NaN","NaN"
140222,"NaN","NaN"
140223,"NaN","NaN"
140224,18885.850000,18885.850000
140225,18885.440000,18885.440000
140226,19025.790000,19025.790000
140227,19059.880000,19059.880000
140228,"NaN","NaN"
140301,"NaN","NaN"
140302,19089.350000,19089.350000
140303,18922.440000,18922.440000
140304,18918.040000,18918.040000
140305,19045,19045
140306,19076.300000,19076.300000
140307,"NaN","NaN"
140308,"NaN","NaN"
140309,19258.600000,19258.600000
140310,19390.300000,19390.300000
140311,19418.200000,19418.200000
140312,19485.220000,19485.220000
140313,19541.650000,19541.650000
140314,"NaN","NaN"
140315,"NaN","NaN"
140316,"NaN","NaN"
140317,19538.800000,19538.800000
140318,19763.300000,19763.300000
140319,19726.600000,19726.600000
140320,19667.400000,19667.400000
140321,"NaN","NaN"
140322,"NaN","NaN"
140323,19801.900000,19801.900000
140324,19914.600000,19914.600000
140325,20008,20008
140326,20022,20022
140327,20050.900000,20050.900000
140328,"NaN","NaN"
140329,"NaN","NaN"
140330,20206.200000,20206.200000
140331,20291.930000,20291.930000
140401,20081.820000,20081.820000
140402,"NaN","NaN"
140403,20026.480000,20026.480000
140404,"NaN","NaN"
140405,"NaN","NaN"
140406,19750.300000,19750.300000
140407,"NaN","NaN"
140408,19631.300000,19631.300000
140409,"NaN","NaN"
140410,19323,19323
140411,"NaN","NaN"
140412,"NaN","NaN"
140413,"NaN","NaN"
140414,19179.470000,19179.470000
140415,19117,19117
140416,19108.990000,19108.990000
140417,"NaN","NaN"
140418,"NaN","NaN"
140419,"NaN","NaN"
140420,18927.570000,18927.570000
140421,18839.240000,18839.240000
140422,18849.400000,18849.400000
140423,"NaN","NaN"
140424,18718,18718
140425,"NaN","NaN"
140426,"NaN","NaN"
140427,18324.400000,18324.400000
140428,18386.200000,18386.200000
140429,18133.900000,18133.900000
140430,18092,18092
140501,17989,17989
140502,"NaN","NaN"
140503,"NaN","NaN"
140504,17711,17711
140505,17639.890000,17639.890000
140506,17496,17496
140507,17344.330000,17344.330000
140508,17213.370000,17213.370000
140509,"NaN","NaN"
140510,"NaN","NaN"
140511,16998.900000,16998.900000
140512,16963,16963
140513,"NaN","NaN"
140514,16768.190000,16768.190000
140515,16753.900000,16753.900000
140516,"NaN","NaN"
140517,"NaN","NaN"
140518,16441.280000,16441.280000
140519,16358.100000,16358.100000
140520,16164.960000,16164.960000
140521,16134.580000,16134.580000
140522,15918,15918
140523,"NaN","NaN"
140524,"NaN","NaN"
140525,15822.220000,15822.220000
140526,"NaN","NaN"
140527,15651.760000,15651.760000
140528,15454.090000,15454.090000
140529,15423.570000,15423.570000
140530,"NaN","NaN"
140531,"NaN","NaN"
140601,15383.700000,15383.700000
140602,15284.460000,15284.460000
140603,15254.200000,15254.200000
140604,15274.350000,15274.350000
140605,15168.710000,15168.710000
140606,"NaN","NaN"
140607,"NaN","NaN"
140608,14885.970000,14885.970000
140609,14757.420000,14757.420000
140610,14612.410000,14612.410000
140611,14236.020000,14236.020000
140612,14216.500000,14216.500000
140613,"NaN","NaN"
140614,"NaN","NaN"
140615,14021,14021
140616,13787.060000,13787.060000
140617,13521.800000,13521.800000
140618,13346.970000,13346.970000
140619,13161.400000,13161.400000
140620,"NaN","NaN"
140621,"NaN","NaN"
140622,12940.140000,12940.140000
140623,13070.300000,13070.300000
140624,13038.310000,13038.310000
140625,12893,12893
140626,12834.500000,12834.500000
140627,"NaN","NaN"
140628,"NaN","NaN"
140629,12516.100000,12516.100000
140630,12425.800000,12425.800000
140701,12374.300000,12374.300000
140702,12308.790000,12308.790000
140703,12220.700000,12220.700000
140704,"NaN","NaN"
140705,"NaN","NaN"
140706,11873.400000,11873.400000
140707,11888.540000,11888.540000
140708,"NaN","NaN"
140709,12580.830000,12580.830000
140710,11182.990000,11182.990000
140711,"NaN","NaN"
140712,"NaN","NaN"
140713,10990.890000,10990.890000
140714,10937.780000,10937.780000
140715,10836,10836
140716,10652.870000,10652.870000
140717,10531.950000,10531.950000
140718,"NaN","NaN"
140719,"NaN","NaN"
140720,10425.460000,10425.460000
140721,10375,10375
140722,10081.110000,10081.110000
140723,10019.900000,10019.900000
140724,10063.400000,10063.400000
140725,"NaN","NaN"
140726,"NaN","NaN"
140727,9972.740000,9972.740000
140728,"NaN","NaN"
140729,9877.870000,9877.870000
140730,9932.460000,9932.460000
140731,9819.490000,9819.490000
140801,"NaN","NaN"
140802,"NaN","NaN"
140803,9763.600000,9763.600000
140804,9679.670000,9679.670000
140805,9692.480000,9692.480000
140806,9668.860000,9668.860000
140807,9603.630000,9603.630000
140808,"NaN","NaN"
140809,"NaN","NaN"
140810,9575.740000,9575.740000
140811,9542.180000,9542.180000
140812,9474.100000,9474.100000
140813,9413.400000,9413.400000
140814,"NaN","NaN"
140815,"NaN","NaN"
140816,"NaN","NaN"
140817,"NaN","NaN"
140818,9452.900000,9452.900000
140819,9357.200000,9357.200000
140820,9390.120000,9390.120000
140821,9261.740000,9261.740000
140822,"NaN","NaN"
140823,"NaN","NaN"
140824,9147.210000,9147.210000
140825,9061,9061
140826,9040.610000,9040.610000
140827,8890.390000,8890.390000
140828,8820,8820
140829,"NaN","NaN"
140830,"NaN","NaN"
140831,8990.710000,8990.710000
140901,8760.250000,8760.250000
140902,8745.470000,8745.470000
140903,8658.520000,8658.520000
140904,8625.520000,8625.520000
140905,"NaN","NaN"
140906,"NaN","NaN"
140907,8612.360000,8612.360000
140908,8722.800000,8722.800000
140909,8726,8726
140910,8765.990000,8765.990000
140911,"NaN","NaN"
140912,"NaN","NaN"
140913,"NaN","NaN"
140914,8958.360000,8958.360000
140915,9081.280000,9081.280000
140916,9128.760000,9128.760000
140917,9142.790000,9142.790000
140918,8983.300000,8983.300000
140919,"NaN","NaN"
140920,"NaN","NaN"
140921,8830.740000,8830.740000
140922,8881.500000,8881.500000
140923,8866.600000,8866.600000
140924,"NaN","NaN"
140925,8720.350000,8720.350000
140926,"NaN","NaN"
140927,"NaN","NaN"
140928,"NaN","NaN"
140929,8581.580000,8581.580000
140930,"NaN","NaN"
141001,"NaN","NaN"
141002,"NaN","NaN"
141003,"NaN","NaN"
141004,"NaN","NaN"
141005,"NaN","NaN"
141006,7782.520000,7782.520000
141007,7592.700000,7592.700000
141008,7475.900000,7475.900000
141009,"NaN","NaN"
141010,"NaN","NaN"
141011,"NaN","NaN"
141012,"NaN","NaN"
141013,7205.800000,7205.800000
141014,"NaN","NaN"
141015,7099.270000,7099.270000
141016,"NaN","NaN"
141017,"NaN","NaN"
141018,7683.330000,7683.330000
141019,"NaN","NaN"
141020,"NaN","NaN"
141021,"NaN","NaN"
141022,"NaN","NaN"
141023,"NaN","NaN"
141024,"NaN","NaN"
141025,"NaN","NaN"
141026,7674.890000,7674.890000
141027,7555.850000,7555.850000
141028,"NaN","NaN"
141029,"NaN","NaN"
141030,7974.780000,7974.780000
141031,"NaN","NaN"
141101,"NaN","NaN"
141102,8375.140000,8375.140000
141103,"NaN","NaN"
141104,"NaN","NaN"
141105,"NaN","NaN"
141106,"NaN","NaN"
141107,"NaN","NaN"
141108,"NaN","NaN"
141109,"NaN","NaN"
141110,"NaN","NaN"
141111,9004.620000,9004.620000
141112,9090.180000,9090.180000
141113,9196.500000,9196.500000
141114,"NaN","NaN"
141115,"NaN","NaN"
141116,9593.660000,9593.660000
141117,9755.730000,9755.730000
141118,9710.070000,9710.070000
141119,10014.090000,10014.090000
141120,"NaN","NaN"
141121,"NaN","NaN"
141122,"NaN","NaN"
141123,10308.080000,10308.080000
141124,10949.050000,10949.050000
141125,10493.200000,10493.200000
141126,"NaN","NaN"
141127,10627.470000,10627.470000
141128,"NaN","NaN"
141129,"NaN","NaN"
141130,10845.370000,10845.370000
141201,10807.070000,10807.070000
141202,10972.010000,10972.010000
141203,11117.650000,11117.650000
141204,11091.300000,11091.300000
141205,"NaN","NaN"
141206,"NaN","NaN"
141207,11319.570000,11319.570000
141208,11458.750000,11458.750000
141209,"NaN","NaN"
141210,"NaN","NaN"
141211,"NaN","NaN"
141212,"NaN","NaN"
141213,"NaN","NaN"
141214,12175.980000,12175.980000
141215,12296.060000,12296.060000
141216,12493.140000,12493.140000
141217,12602.880000,12602.880000
141218,12792.790000,12792.790000
141219,"NaN","NaN"
141220,"NaN","NaN"
141221,13075.030000,13075.030000
141222,13112.860000,13112.860000
141223,13247.720000,13247.720000
141224,"NaN","NaN"
141225,13446.600000,13446.600000
141226,"NaN","NaN"
141227,"NaN","NaN"
141228,13797.110000,13797.110000
141229,13722.900000,13722.900000
141230,13810.790000,13810.790000
141231,13970.700000,13970.700000
150101,13977.460000,13977.460000
150102,"NaN","NaN"
150103,"NaN","NaN"
150104,"NaN","NaN"
150105,"NaN","NaN"
150106,14427.880000,14427.880000
150107,14252.440000,14252.440000
150108,14399.320000,14399.320000
150109,"NaN","NaN"
150110,"NaN","NaN"
150111,14613.900000,14613.900000
150112,14749.990000,14749.990000
150113,15280.700000,15280.700000
150114,14732.400000,14732.400000
150115,14907.090000,14907.090000
150116,"NaN","NaN"
150117,"NaN","NaN"
150118,"NaN","NaN"
150119,15199.130000,15199.130000
150120,15292.860000,15292.860000
150121,15338.420000,15338.420000
150122,"NaN","NaN"
150123,"NaN","NaN"
150124,"NaN","NaN"
150125,"NaN","NaN"
150126,15934.840000,15934.840000
150127,16156.540000,16156.540000
150128,16271.880000,16271.880000
150129,16385.930000,16385.930000
150130,"NaN","NaN"
150131,"NaN","NaN"
150201,16598.030000,16598.030000
150202,16789.090000,16789.090000
150203,16815.390000,16815.390000
150204,"NaN","NaN"
150205,17176.500000,17176.500000
150206,"NaN","NaN"
150207,"NaN","NaN"
150208,17422.600000,17422.600000
150209,17639.900000,17639.900000
150210,17847.910000,17847.910000
150211,18012.340000,18012.340000
150212,18276.080000,18276.080000
150213,15280.700000,15280.700000
150214,"NaN","NaN"
150215,18552,18552
150216,18630.070000,18630.070000
150217,18637.140000,18637.140000
150218,18989.640000,18989.640000
150219,19049.760000,19049.760000
150220,"NaN","NaN"
150221,"NaN","NaN"
150222,19493.840000,19493.840000
150223,19592.300000,19592.300000
150224,19696.740000,19696.740000
150225,19808.300000,19808.300000
150226,19992.230000,19992.230000
150227,"NaN","NaN"
150228,"NaN","NaN"
150301,20624.720000,20624.720000
150302,20817.600000,20817.600000
150303,20981.120000,20981.120000
150304,21211.230000,21211.230000
150305,"NaN","NaN"
150306,"NaN","NaN"
150307,"NaN","NaN"
150308,22066.480000,22066.480000
150309,22195.350000,22195.350000
150310,22455.290000,22455.290000
150311,22623.900000,22623.900000
150312,22868.210000,22868.210000
150313,"NaN","NaN"
150314,"NaN","NaN"
150315,23579.770000,23579.770000
150316,23719.410000,23719.410000
150317,23862.770000,23862.770000
150318,24114.520000,24114.520000
150319,24205.610000,24205.610000
150320,"NaN","NaN"
150321,"NaN","NaN"
150322,"NaN","NaN"
150323,24880.870000,24880.870000
150324,25066.300000,25066.300000
150325,25256.240000,25256.240000
150326,25290.880000,25290.880000
150327,"NaN","NaN"
150328,"NaN","NaN"
150329,25698.360000,25698.360000
150330,25835.340000,25835.340000
150331,26103.800000,26103.800000
150401,"NaN","NaN"
150402,"NaN","NaN"
150403,"NaN","NaN"
150404,"NaN","NaN"
150405,26802.600000,26802.600000
150406,26912.700000,26912.700000
150407,27133.760000,27133.760000
150408,27508,27508
150409,27607,27607
150410,"NaN","NaN"
150411,"NaN","NaN"
150412,28082.610000,28082.610000
150413,"NaN","NaN"
150414,28365.820000,28365.820000
150415,28537.270000,28537.270000
150416,28903.060000,28903.060000
150417,"NaN","NaN"
150418,"NaN","NaN"
150419,29228.270000,29228.270000
150420,29443.100000,29443.100000
150421,29464.040000,29464.040000
150422,"NaN","NaN"
150423,29520.510000,29520.510000
150424,"NaN","NaN"
150425,"NaN","NaN"
150426,29610.440000,29610.440000
150427,"NaN","NaN"
150428,"NaN","NaN"
150429,"NaN","NaN"
150430,29761,29761
150501,"NaN","NaN"
150502,"NaN","NaN"
150503,"NaN","NaN"
150504,29804.250000,29804.250000
150505,29957.810000,29957.810000
150506,29778.540000,29778.540000
150507,29955.500000,29955.500000
150508,"NaN","NaN"
150509,"NaN","NaN"
150510,29928.900000,29928.900000
150511,29816.610000,29816.610000
150512,29805.850000,29805.850000
150513,29821,29821
150514,29889,29889
150515,"NaN","NaN"
150516,"NaN","NaN"
150517,29982.700000,29982.700000
150518,29964,29964
150519,30013.200000,30013.200000
150520,30041.400000,30041.400000
150521,30069.420000,30069.420000
150522,"NaN","NaN"
150523,"NaN","NaN"
150524,29560,29560
150525,29917.900000,29917.900000
150526,29943,29943
150527,29930,29930
150528,29902.700000,29902.700000
150529,"NaN","NaN"
150530,"NaN","NaN"
150531,29714,29714
150601,29666,29666
150602,29630.300000,29630.300000
150603,29682,29682
150604,29757.790000,29757.790000
150605,"NaN","NaN"
150606,"NaN","NaN"
150607,29747,29747
150608,29710.750000,29710.750000
150609,29720.420000,29720.420000
150610,29629.150000,29629.150000
150611,29836,29836
150612,"NaN","NaN"
150613,"NaN","NaN"
150614,29865,29865
150615,29741.010000,29741.010000
150616,29792,29792
150617,29717,29717
150618,29733,29733
150619,"NaN","NaN"
150620,"NaN","NaN"
150621,29756.720000,29756.720000
150622,29793,29793
150623,29666.700000,29666.700000
150624,29836.260000,29836.260000
150625,29994.990000,29994.990000
150626,"NaN","NaN"
150627,"NaN","NaN"
150628,30142.140000,30142.140000
150629,30170.630000,30170.630000
150630,30454.700000,30454.700000
150701,30493.290000,30493.290000
150702,30592.550000,30592.550000
150703,"NaN","NaN"
150704,"NaN","NaN"
150705,30485.200000,30485.200000
150706,30471.800000,30471.800000
150707,30493,30493
150708,30457.150000,30457.150000
150709,30388.700000,30388.700000
150710,"NaN","NaN"
150711,"NaN","NaN"
150712,30380.290000,30380.290000
150713,30428.900000,30428.900000
150714,30421,30421
150715,30356.600000,30356.600000
150716,30222.100000,30222.100000
150717,"NaN","NaN"
150718,"NaN","NaN"
150719,30212.500000,30212.500000
150720,30285.130000,30285.130000
150721,30304.970000,30304.970000
150722,30226.700000,30226.700000
150723,30271.600000,30271.600000
150724,"NaN","NaN"
150725,"NaN","NaN"
150726,30223.840000,30223.840000
150727,30226.670000,30226.670000
150728,30218.260000,30218.260000
150729,30236.330000,30236.330000
150730,30319,30319
150731,"NaN","NaN"
150801,"NaN","NaN"
150802,30416.500000,30416.500000
150803,30497,30497
150804,30508,30508
150805,30431.740000,30431.740000
150806,30253.020000,30253.020000
150807,"NaN","NaN"
150808,"NaN","NaN"
150809,30074,30074
150810,30400.430000,30400.430000
150811,30289.300000,30289.300000
150812,30232.100000,30232.100000
150813,30307,30307
150814,"NaN","NaN"
150815,"NaN","NaN"
150816,30364.300000,30364.300000
150817,30624.700000,30624.700000
150818,30491.720000,30491.720000
150819,30438.500000,30438.500000
150820,30433,30433
150821,"NaN","NaN"
150822,"NaN","NaN"
150823,30635.800000,30635.800000
150824,30471.400000,30471.400000
150825,30246.700000,30246.700000
150826,30239.020000,30239.020000
150827,30129.620000,30129.620000
150828,"NaN","NaN"
150829,"NaN","NaN"
150830,29662,29662
150831,30082.450000,30082.450000
150901,29546.550000,29546.550000
150902,29077,29077
150903,28847,28847
150904,"NaN","NaN"
150905,"NaN","NaN"
150906,28157.050000,28157.050000
150907,27759.400000,27759.400000
150908,27782.280000,27782.280000
150909,27608.140000,27608.140000
150910,27323.860000,27323.860000
150911,"NaN","NaN"
150912,"NaN","NaN"
150913,26969,26969
150914,26737.150000,26737.150000
150915,26676.500000,26676.500000
150916,26520.830000,26520.830000
150917,26273.440000,26273.440000
150918,"NaN","NaN"
150919,"NaN","NaN"
150920,26218.700000,26218.700000
150921,26188.340000,26188.340000
150922,26109.300000,26109.300000
150923,26155.500000,26155.500000
150924,"NaN","NaN"
150925,"NaN","NaN"
150926,"NaN","NaN"
150927,26219,26219
150928,26234,26234
150929,26037,26037
150930,25945.370000,25945.370000
151001,"NaN","NaN"
151002,"NaN","NaN"
151003,"NaN","NaN"
151004,25676.080000,25676.080000
151005,25600,25600
151006,25523,25523
151007,"NaN","NaN"
151008,25352.400000,25352.400000
151009,"NaN","NaN"
151010,"NaN","NaN"
151011,25237,25237
151012,25169.400000,25169.400000
151013,25100,25100
151014,24893.300000,24893.300000
151015,24885.850000,24885.850000
151016,"NaN","NaN"
151017,"NaN","NaN"
151018,24665.500000,24665.500000
151019,24582.490000,24582.490000
151020,24418.300000,24418.300000
151021,"NaN","NaN"
151022,24486.600000,24486.600000
151023,"NaN","NaN"
151024,"NaN","NaN"
151025,23793,23793
151026,23752.800000,23752.800000
151027,23710.400000,23710.400000
151028,23689,23689
151029,23816.580000,23816.580000
151030,"NaN","NaN"
151031,"NaN","NaN"
151101,23506.800000,23506.800000
151102,23629,23629
151103,24154.500000,24154.500000
151104,24088,24088
151105,24440,24440
151106,"NaN","NaN"
151107,"NaN","NaN"
151108,24542,24542
151109,24636,24636
151110,"NaN","NaN"
151111,"NaN","NaN"
151112,24838.840000,24838.840000
151113,"NaN","NaN"
151114,"NaN","NaN"
151115,25036.920000,25036.920000
151116,25422.700000,25422.700000
151117,25472,25472
151118,25497,25497
151119,25644,25644
151120,"NaN","NaN"
151121,"NaN","NaN"
151122,25910.300000,25910.300000
151123,26148,26148
